N,AVL,Rubro-Negra,ArvoreB1,ArvoreB5,ArvoreB10
197,2913,1680
198,2892,1626
199,2999,1555
200,3087,1841
201,3034,1760
202,2966,1804
203,2981,1738
204,3088,1867
205,3023,1835
206,3028,1762
207,3127,1772
208,3179,1805
209,3160,1800
210,3151,1939
211,3207,1761
212,3174,1672
213,3250,1787
214,3129,1785
215,3217,1812
216,3231,1853
217,3250,1894
218,3329,1736
219,3405,1857
220,3469,1994
221,3341,1900
222,3458,1949
223,3454,2089
224,3329,1909
225,3561,1949
226,3465,1942
227,3616,1908
228,3351,2032
229,3565,2028
230,3416,2017
231,3646,1964
232,3503,2032
233,3468,2011
234,3539,1942
235,3675,2132
236,3723,1987
237,3668,1972
238,3631,2085
239,3545,2000
240,3644,2101
241,3783,2102
242,3681,2056
243,3756,2183
244,3742,2197
245,3692,2104
246,3746,2198
247,3846,2114
248,3778,2078
249,3797,2152
250,3812,2258
251,3966,2163
252,3910,2223
253,3854,2219
254,3940,2249
255,3895,2189
256,4067,2336
257,3972,2287
258,3905,2221
259,4001,2309
260,4082,2416
261,4074,2192
262,4096,2293
263,4194,2398
264,4046,2388
265,4193,2285
266,4158,2362
267,4175,2282
268,4215,2319
269,4256,2335
270,4316,2339
271,4150,2365
272,4252,2359
273,4206,2388
274,4263,2360
275,4427,2372
276,4386,2310
277,4621,2461
278,4429,2485
279,4289,2469
280,4465,2402
281,4339,2415
282,4465,2322
283,4516,2573
284,4487,2488
285,4507,2549
286,4502,2422
287,4389,2385
288,4591,2608
289,4580,2460
290,4540,2624
291,4562,2482
292,4584,2484
293,4725,2577
294,4711,2491
295,4687,2551
296,4672,2624
297,4715,2764
298,4861,2780
299,4674,2457
300,4782,2568
301,4858,2577
302,4787,2627
303,4868,2642
304,4784,2577
305,4804,2667
306,4833,2770
307,4863,2561
308,4956,2636
309,4911,2838
310,4956,2755
311,4823,2676
312,4930,2704
313,4999,2832
314,4989,2740
315,5097,2843
316,5000,2717
317,5100,2709
318,5051,2765
319,5125,2781
320,5125,2709
321,5119,2717
322,5237,2803
323,5132,2890
324,5198,2573
325,5138,2979
326,5287,2732
327,5290,2841
328,5200,2896
329,5316,2906
330,5323,2994
331,5329,2921
332,5484,2864
333,5310,3020
334,5503,2955
335,5369,2895
336,5341,2871
337,5334,2903
338,5399,3044
339,5525,3000
340,5611,2873
341,5591,2906
342,5413,2911
343,5517,3001
344,5577,3024
345,5514,2935
346,5545,2980
347,5556,3115
348,5644,3188
349,5585,3060
350,5655,3117
351,5742,3129
352,5707,3041
353,5613,2994
354,5808,3077
355,5917,2990
356,5706,3235
357,5793,3170
358,5755,3089
359,5903,2923
360,5850,3145
361,5919,3091
362,6011,3068
363,6135,3109
364,5918,3230
365,5852,3221
366,5979,3092
367,6083,3192
368,5961,3289
369,6019,3130
370,6233,3166
371,6142,3166
372,5954,3215
373,6210,3246
374,6159,3327
375,6035,3311
376,6106,3426
377,6297,3377
378,6186,3199
379,6230,3363
380,6228,3357
381,6295,3323
382,6266,3420
383,6334,3215
384,6374,3504
385,6387,3382
386,6374,3233
387,6355,3547
388,6307,3384
389,6447,3399
390,6391,3380
391,6432,3404
392,6434,3429
393,6441,3461
394,6482,3426
395,6589,3372
396,6584,3608
397,6463,3480
398,6612,3539
399,6677,3392
400,6609,3516
401,6493,3453
402,6626,3479
403,6738,3511
404,6705,3456
405,6610,3435
406,6766,3696
407,6691,3636
408,6738,3457
409,6704,3707
410,6780,3574
411,6670,3498
412,6845,3715
413,6822,3517
414,6998,3482
415,6834,3623
416,6829,3449
417,6805,3669
418,6949,3532
419,6899,3680
420,6990,3690
421,6923,3749
422,6847,3835
423,7056,3703
424,7028,3865
425,7083,3442
426,7165,3703
427,7210,3791
428,7345,3791
429,7090,3813
430,7285,3678
431,7229,3719
432,7221,3851
433,7054,3748
434,7323,3822
435,7362,3668
436,7314,3689
437,7326,3751
438,7378,3751
439,7356,3841
440,7346,3757
441,7377,3893
442,7414,3909
443,7392,3987
444,7562,3912
445,7329,3799
446,7502,3889
447,7488,4043
448,7412,3918
449,7436,3853
450,7502,4030
451,7629,3932
452,7467,3904
453,7658,3904
454,7673,3985
455,7717,4081
456,7548,4167
457,7795,4127
458,7711,4030
459,7459,3829
460,7737,4099
461,7958,4128
462,7803,3905
463,7774,3830
464,7799,4057
465,7860,4000
466,7800,4043
467,7805,4077
468,7815,3977
469,7659,4056
470,8048,4139
471,7938,4132
472,8031,4017
473,7945,4065
474,8028,4215
475,8006,4176
476,8300,4080
477,8146,4220
478,8116,4143
479,8114,4148
480,8128,4190
481,8024,4275
482,8114,4150
483,8156,4161
484,8312,4138
485,8202,4337
486,8432,4291
487,8341,4397
488,8396,4506
489,8369,4205
490,8396,4138
491,8358,4305
492,8433,4146
493,8608,4191
494,8506,4222
495,8306,4270
496,8375,4297
497,8445,4468
498,8485,4381
499,8643,4379
500,8467,4234
501,8568,4412
502,8501,4348
503,8586,4436
504,8752,4481
505,8729,4502
506,8842,4290
507,8505,4504
508,8535,4483
509,8613,4525
510,8726,4276
511,8681,4373
512,8768,4476
513,8688,4366
514,8744,4527
515,8953,4487
516,8876,4555
517,8980,4585
518,8778,4667
519,8720,4518
520,8932,4713
521,8901,4569
522,8863,4459
523,8891,4766
524,9005,4551
525,9037,4603
526,9000,4628
527,9279,4439
528,9143,4660
529,9168,4628
530,9226,4814
531,9133,4585
532,9237,4688
533,8996,4596
534,9225,4752
535,9156,4464
536,9191,4763
537,9155,4784
538,9102,4679
539,9246,4882
540,9151,4669
541,9234,4657
542,9397,4858
543,9227,4791
544,9603,4722
545,9507,4805
546,9621,4799
547,9426,4650
548,9636,4898
549,9443,4651
550,9383,4913
551,9515,4907
552,9628,4915
553,9428,4925
554,9869,4752
555,9602,4899
556,9612,4884
557,9581,4895
558,9730,4766
559,9767,4770
560,9576,5038
561,9724,4970
562,9716,4983
563,9800,5121
564,9820,4898
565,9654,4919
566,9942,4924
567,10077,4910
568,9939,5079
569,9927,4924
570,9877,4851
571,9771,4936
572,9875,4944
573,10106,4975
574,10009,5070
575,10062,4992
576,9908,5097
577,9901,5144
578,9948,5135
579,10054,4976
580,10125,5043
581,10102,5061
582,9973,5089
583,10044,5160
584,10112,5298
585,10152,5225
586,10259,5051
587,10137,5074
588,10268,5256
589,10243,5365
590,10276,5106
591,10149,5335
592,10273,5264
593,10261,5113
594,10405,5443
595,10264,5235
596,10234,5227
597,10322,5354
598,10401,5379
599,10339,5233
600,10342,5200
601,10466,5247
602,10530,5264
603,10386,5096
604,10552,5159
605,10628,5263
606,10399,5286
607,10566,5120
608,10493,5224
609,10755,5393
610,10783,5364
611,10438,5393
612,10912,5563
613,10734,5406
614,10750,5614
615,10691,5456
616,10924,5433
617,10830,5503
618,10642,5400
619,10834,5531
620,10959,5524
621,11076,5349
622,10852,5691
623,10858,5333
624,10944,5467
625,11012,5542
626,10958,5505
627,11013,5527
628,10985,5468
629,10999,5639
630,11127,5650
631,10960,5432
632,11087,5638
633,11219,5651
634,11382,5410
635,11269,5570
636,11187,5473
637,11427,5548
638,11098,5774
639,11235,5384
640,11299,5607
641,11351,5661
642,11307,5517
643,11439,5780
644,11510,5558
645,11506,5725
646,11393,5706
647,11546,5774
648,11382,5699
649,11497,5659
650,11318,5794
651,11622,5916
652,11421,5772
653,11455,5687
654,11496,5878
655,11537,5669
656,11607,5837
657,11489,5782
658,11725,5918
659,11625,5793
660,11578,6104
661,11712,5688
662,11625,5820
663,11732,5905
664,11830,5753
665,11867,5638
666,11635,5868
667,11550,5925
668,11788,5664
669,11662,5728
670,11903,5650
671,12037,5848
672,11905,5982
673,11869,5914
674,11621,5896
675,11895,6044
676,12066,5970
677,12075,5895
678,12043,5971
679,11924,5752
680,12041,5833
681,11954,6110
682,12142,5932
683,12255,5842
684,12181,5977
685,12167,6067
686,12085,6063
687,12250,5990
688,12475,6197
689,12035,6007
690,12271,6085
691,12191,6167
692,12371,5955
693,12397,6021
694,12565,6208
695,12343,6090
696,12309,6085
697,12328,6126
698,12736,6183
699,12249,6118
700,12355,6238
701,12310,6178
702,12546,6161
703,12587,6152
704,12644,6142
705,12486,6323
706,12673,6312
707,12694,6333
708,12812,6131
709,12617,6268
710,12711,6301
711,12506,6294
712,12854,6524
713,12681,6420
714,12668,6195
715,12863,6065
716,12789,6455
717,12926,6325
718,12829,6442
719,12908,6194
720,12867,6452
721,13105,6536
722,13019,6381
723,12825,6374
724,13071,6232
725,12844,6488
726,12889,6588
727,12827,6330
728,12976,6447
729,13097,6504
730,13291,6386
731,13255,6435
732,13152,6532
733,12989,6259
734,13159,6407
735,13526,6479
736,13211,6406
737,13311,6393
738,13270,6632
739,13360,6561
740,13268,6348
741,13303,6599
742,13345,6354
743,13608,6481
744,13321,6571
745,13094,6441
746,13400,6473
747,13467,6688
748,13538,6619
749,13643,6602
750,13308,6525
751,13512,6679
752,13566,6644
753,13605,6628
754,13569,6740
755,13597,6599
756,13544,6634
757,13742,6614
758,13452,6576
759,13536,6528
760,13549,6662
761,13515,6649
762,13640,6596
763,13839,6615
764,13520,6633
765,13714,7002
766,13720,6790
767,13702,6666
768,13668,6710
769,13936,6810
770,13911,6593
771,13947,6984
772,13958,6776
773,14024,6778
774,13972,6995
775,13923,6717
776,13919,6545
777,14085,7058
778,14099,6849
779,14068,6729
780,13967,6779
781,14098,6950
782,14318,6977
783,14322,6997
784,14264,6975
785,14287,7182
786,14195,6860
787,14056,6779
788,14172,7061
789,13987,6759
790,14483,7061
791,14428,7303
792,14300,6903
793,14320,7024
794,14363,6998
795,14240,7097
796,14460,7056
797,14562,6888
798,14489,6975
799,14332,7003
800,14354,6912
801,14706,7187
802,14558,6958
803,14341,6851
804,14289,7141
805,14597,6874
806,14755,7191
807,14529,7195
808,14473,7150
809,14876,7155
810,14610,7086
811,14490,7311
812,14878,7015
813,14893,7101
814,14601,7150
815,14735,7282
816,14857,7127
817,14894,6999
818,14959,7043
819,14602,7031
820,14878,7275
821,14962,7183
822,14973,6859
823,14725,7365
824,14932,7204
825,15135,7307
826,15048,7170
827,14991,7271
828,15210,7299
829,15156,7544
830,14906,7196
831,15015,7461
832,15113,7200
833,15230,7265
834,15298,7426
835,15001,7538
836,15079,7610
837,15286,7288
838,14918,7286
839,15163,7033
840,15551,7474
841,15606,7662
842,15491,7718
843,15609,7548
844,15442,7506
845,15551,7568
846,15717,7498
847,15591,7493
848,15433,7743
849,15438,7478
850,15406,7373
851,15461,7452
852,15542,7305
853,15447,7845
854,15630,7327
855,15500,7528
856,15551,7635
857,15344,7642
858,15615,7628
859,15839,7318
860,15516,7417
861,15573,7606
862,15842,7521
863,15712,7508
864,15693,7452
865,16003,7569
866,16158,7577
867,15750,7431
868,15953,7677
869,15905,7683
870,15953,7683
871,15847,7541
872,15926,7665
873,15761,7703
874,15856,7728
875,15976,7744
876,16101,7883
877,16030,7370
878,15976,7705
879,16106,7582
880,16107,7829
881,15979,7954
882,15717,7745
883,16292,7908
884,16236,7736
885,16274,7621
886,16256,7535
887,16403,7692
888,16308,8004
889,16411,7949
890,16404,7770
891,16448,7754
892,16213,7853
893,16427,7882
894,16595,7755
895,16354,7894
896,16330,8004
897,16566,7656
898,16463,7926
899,16312,7743
900,16250,7931
901,16580,8003
902,16901,8146
903,16471,7928
904,16659,8032
905,16789,7855
906,16760,8044
907,16665,7751
908,16727,7846
909,16558,7835
910,16873,7989
911,16852,7647
912,16777,7954
913,16636,7959
914,16905,7911
915,16797,8138
916,16935,8012
917,16894,8119
918,17005,7851
919,17142,8168
920,16618,8337
921,16929,8481
922,16918,7998
923,17261,7849
924,16964,7997
925,16917,7840
926,16697,8116
927,17187,8124
928,17275,8024
929,17227,8120
930,17119,8150
931,17300,7981
932,17217,7947
933,17127,8024
934,17046,8157
935,17203,8254
936,17398,8194
937,17454,8419
938,17076,8277
939,17501,8489
940,17328,8292
941,17525,8331
942,17356,8286
943,17360,8523
944,17488,8468
945,17478,8284
946,17486,8451
947,17581,8126
948,17279,8335
949,17504,8617
950,17516,8260
951,17482,8390
952,17608,8288
953,17648,8115
954,17869,8346
955,17522,8283
956,17798,8438
957,17682,8359
958,17929,8488
959,17810,8566
960,17648,8245
961,17892,8520
962,17733,8628
963,17724,8133
964,17698,8358
965,17970,8519
966,17970,8503
967,17784,8433
968,17819,8463
969,17945,8296
970,18180,8706
971,17957,8929
972,17972,8566
973,18097,8527
974,18015,8694
975,17973,8517
976,17851,8463
977,18067,8536
978,18411,8559
979,18303,8640
980,18203,8723
981,18104,8530
982,18205,8563
983,18563,8778
984,18183,8673
985,18135,8773
986,18209,8759
987,18440,8542
988,18248,8568
989,18282,8823
990,18474,8835
991,18402,8512
992,18358,8830
993,18443,8630
994,18314,8775
995,18250,8711
996,18238,8618
997,18377,8784
998,18728,8878
999,18704,8632
1000,18592,8669
1001,18652,9179
1002,18601,8858
1003,19015,8714
1004,18579,9127
1005,18555,8685
1006,18965,8794
1007,18921,8738
1008,18635,9041
1009,18882,8755
1010,18926,8886
1011,18722,8790
1012,18975,8869
1013,18641,8750
1014,18902,9015
1015,18983,9159
1016,18904,8910
1017,18977,8916
1018,18987,8937
1019,19119,8897
1020,18853,8993
1021,19047,8867
1022,19024,9050
1023,19363,9125
1024,19180,8791
1025,19301,8906
1026,18897,9106
1027,19404,8890
1028,19367,9015
1029,19194,9257
1030,19179,9013
1031,19480,9255
1032,19290,9305
1033,19337,9355
1034,19261,9169
1035,19389,8983
1036,19140,9188
1037,19157,9071
1038,19781,9341
1039,19564,9010
1040,19640,9149
1041,19371,9137
1042,19320,9146
1043,19298,9098
1044,19553,9266
1045,19654,9344
1046,19916,9189
1047,19674,9123
1048,19394,9321
1049,19473,9274
1050,19560,9128
1051,19505,9154
1052,19735,9269
1053,19588,9284
1054,19900,9537
1055,19657,9117
1056,19835,9150
1057,19736,9373
1058,19777,9245
1059,19826,9285
1060,20092,9516
1061,19935,9639
1062,20092,9182
1063,19789,9517
1064,20157,9451
1065,19784,9273
1066,19852,9436
1067,19620,9429
1068,20115,9121
1069,19820,9471
1070,19926,9719
1071,20206,9362
1072,20005,9648
1073,19967,9428
1074,19896,9312
1075,20238,9496
1076,20058,9382
1077,20456,9089
1078,20270,9715
1079,20312,9322
1080,20417,9407
1081,19988,9451
1082,20336,9588
1083,20382,9589
1084,20460,9810
1085,20185,9424
1086,20755,9405
1087,20501,9523
1088,20485,9458
1089,20298,9626
1090,20409,9463
1091,20519,9708
1092,20453,9478
1093,20579,9730
1094,20642,9634
1095,20673,9605
1096,20447,9364
1097,20683,9798
1098,20580,9948
1099,20729,9595
1100,20726,9619
1101,20970,9606
1102,20800,9592
1103,20771,9634
1104,20964,9626
1105,20623,9755
1106,20851,9568
1107,21273,10022
1108,20953,9721
1109,20952,9683
1110,21198,9452
1111,20964,9733
1112,21031,9896
1113,20808,9671
1114,21243,9683
1115,21065,9960
1116,20968,9676
1117,21010,9616
1118,20909,9955
1119,21412,9981
1120,21546,9782
1121,21181,9894
1122,21340,9862
1123,21164,10002
1124,21183,10192
1125,21156,10165
1126,20899,10114
1127,21006,9920
1128,21140,9918
1129,21507,10021
1130,21368,9969
1131,21099,10096
1132,21139,10045
1133,21207,10147
1134,21484,9910
1135,21295,9848
1136,21591,9891
1137,21581,9887
1138,21435,9968
1139,21491,10164
1140,21464,9913
1141,21581,10037
1142,21754,10161
1143,21115,10031
1144,21738,10227
1145,21703,9917
1146,21501,10202
1147,21710,9898
1148,21863,10184
1149,21794,10184
1150,21851,10122
1151,21752,10175
1152,21651,10318
1153,22229,10158
1154,22073,10185
1155,21827,10456
1156,22010,10080
1157,22035,10065
1158,22136,10366
1159,21859,10166
1160,21944,10180
1161,21854,10169
1162,22088,10177
1163,21885,10593
1164,21858,10130
1165,21919,10242
1166,22294,10334
1167,22204,9941
1168,22176,10016
1169,22284,10171
1170,22012,10364
1171,22342,10373
1172,22473,10347
1173,22307,10594
1174,22237,10473
1175,22312,10188
1176,22155,10340
1177,22299,10517
1178,22481,10406
1179,22550,10416
1180,22346,10492
1181,22208,10228
1182,22862,10236
1183,22410,10444
1184,22483,10585
1185,22522,10398
1186,22505,10598
1187,22365,10453
1188,22771,10404
1189,22862,10501
1190,22633,10370
1191,22873,10503
1192,22401,10476
1193,22456,10386
1194,22965,10727
1195,22734,10483
1196,22762,10376
1197,22536,10752
1198,22679,10507
1199,23060,10555
1200,22868,10251
1201,22483,10814
1202,22861,10687
1203,23094,10643
1204,23011,10737
1205,22761,10819
1206,23006,10749
1207,22885,10649
1208,23042,10685
1209,23243,10494
1210,22978,10506
1211,23049,10806
1212,23064,10597
1213,23112,10793
1214,23035,10735
1215,23003,10790
1216,23335,11061
1217,23216,10599
1218,23295,10763
1219,23697,10750
1220,23318,10854
1221,23731,10823
1222,23172,10891
1223,23420,11004
1224,23535,10927
1225,23748,10650
1226,23407,10957
1227,23596,10644
1228,23718,10628
1229,23667,10717
1230,23165,10650
1231,23511,10755
1232,23530,10876
1233,23618,10744
1234,23516,10710
1235,23340,10612
1236,23516,10900
1237,23443,10702
1238,23502,10621
1239,23777,11104
1240,23761,10799
1241,23341,11117
1242,23409,10980
1243,23946,10909
1244,23829,11071
1245,23678,11084
1246,23970,11032
1247,23939,11072
1248,23622,11040
1249,23921,11139
1250,24145,10942
1251,23931,10737
1252,24119,10855
1253,23955,10920
1254,24058,11160
1255,23675,10845
1256,23925,11124
1257,24063,11139
1258,24106,11029
1259,24388,11202
1260,23817,11374
1261,24118,10706
1262,24106,10810
1263,24182,11130
1264,23791,11590
1265,24264,11353
1266,24612,11121
1267,24199,11209
1268,24263,10955
1269,24086,11451
1270,24352,11145
1271,24594,11358
1272,24253,11013
1273,24930,11303
1274,24218,11379
1275,24380,11280
1276,24862,11693
1277,24385,11317
1278,24418,11154
1279,24376,11362
1280,24497,11377
1281,24793,11163
1282,24789,11478
1283,24294,11337
1284,24604,11318
1285,24675,11290
1286,24848,11615
1287,24839,11164
1288,24474,11692
1289,24691,11294
1290,24763,11256
1291,24830,11470
1292,24930,11379
1293,25296,11490
1294,24807,11446
1295,24497,11639
1296,25170,11600
1297,24967,11424
1298,25127,11330
1299,25126,11203
1300,25251,11700
1301,24887,11346
1302,24902,11550
1303,25145,11219
1304,25121,11490
1305,25330,11547
1306,25200,11681
1307,25125,11477
1308,25118,11974
1309,25026,11541
1310,25132,11499
1311,25426,11610
1312,25112,11851
1313,25360,11617
1314,25088,11603
1315,24939,11593
1316,25255,11692
1317,25465,11556
1318,25179,11454
1319,25470,11291
1320,25702,11599
1321,25379,11738
1322,25684,11496
1323,25754,11822
1324,25241,11700
1325,25246,11662
1326,25695,11591
1327,25569,11796
1328,25542,11746
1329,25431,11946
1330,25449,11639
1331,25838,11748
1332,25466,11901
1333,25691,11682
1334,25547,11927
1335,25793,11913
1336,25744,11676
1337,25772,12016
1338,26202,12035
1339,25813,11571
1340,25847,11201
1341,25899,11517
1342,26355,11762
1343,25980,11975
1344,25960,12076
1345,26338,11903
1346,25787,11839
1347,25911,11946
1348,26191,12361
1349,25938,11745
1350,26016,11680
1351,25806,11807
1352,25891,11927
1353,26279,11918
1354,26630,11778
1355,26184,12148
1356,25971,12108
1357,26110,11934
1358,26099,11742
1359,26294,11823
1360,26102,11987
1361,26255,12244
1362,26148,12070
1363,26305,11878
1364,26482,11954
1365,26433,11943
1366,26740,11809
1367,26520,12125
1368,26404,12090
1369,26377,12347
1370,26617,12268
1371,26307,12126
1372,26623,12010
1373,26551,12267
1374,26398,11962
1375,26406,12086
1376,26725,12081
1377,26369,12264
1378,26652,11958
1379,26827,12388
1380,26907,12455
1381,26864,12322
1382,26694,12114
1383,26912,12072
1384,26695,12346
1385,26720,12417
1386,26859,12363
1387,26605,12089
1388,27045,12218
1389,26944,12285
1390,26986,11897
1391,26783,12153
1392,26885,12399
1393,26806,12064
1394,27163,12322
1395,27166,12240
1396,26937,12128
1397,27117,12255
1398,27429,12451
1399,26906,12489
1400,27215,12492
1401,27001,12522
1402,27150,12239
1403,27375,12387
1404,26695,12491
1405,27159,12382
1406,27058,12155
1407,27253,12329
1408,27194,12608
1409,27470,12199
1410,27311,12471
1411,27582,12392
1412,27258,12315
1413,27112,12604
1414,27219,12444
1415,27733,12298
1416,27550,12483
1417,27272,12389
1418,27153,12212
1419,27473,12340
1420,27286,12494
1421,27554,12829
1422,27990,12285
1423,27788,12720
1424,27800,12490
1425,27693,12294
1426,27390,12516
1427,27835,12431
1428,27625,12604
1429,27752,12532
1430,27526,12635
1431,27491,12825
1432,27614,12555
1433,27783,12646
1434,27711,12934
1435,27787,12490
1436,27753,12658
1437,27955,12557
1438,27981,12711
1439,28225,12705
1440,27964,12754
1441,27793,12671
1442,28271,12520
1443,28265,13061
1444,28223,12783
1445,28392,12965
1446,28214,12987
1447,28092,12855
1448,28013,12733
1449,28365,12938
1450,28429,12897
1451,28059,12911
1452,28350,12547
1453,28676,12964
1454,28066,12989
1455,28179,12821
1456,28298,12932
1457,28199,12801
1458,28130,12778
1459,28280,12790
1460,28344,13033
1461,28253,13011
1462,28388,12624
1463,28964,12754
1464,28632,12790
1465,28614,13140
1466,28530,13158
1467,28396,12881
1468,28783,12847
1469,28763,13227
1470,28705,12713
1471,28745,12944
1472,28434,13052
1473,28590,12903
1474,28659,12644
1475,28958,13188
1476,28997,12992
1477,29089,13106
1478,28985,13207
1479,28977,13298
1480,29116,13051
1481,29256,12961
1482,28690,13054
1483,28476,12826
1484,29255,13186
1485,28912,13727
1486,28813,13131
1487,29037,13099
1488,29206,13100
1489,29283,13104
1490,29427,13261
1491,29054,13108
1492,29017,12942
1493,29460,13286
1494,29028,13043
1495,29373,13095
1496,29140,13100
1497,29500,13424
1498,29048,13344
1499,29358,13322
1500,29316,13106
1501,29400,13182
1502,29125,13456
1503,29026,13036
1504,29652,13317
1505,29826,13433
1506,29419,13226
1507,29438,13331
1508,29231,13329
1509,29399,13326
1510,29474,13195
1511,29803,13434
1512,29301,13079
1513,29353,13225
1514,29868,13572
1515,29539,13474
1516,30097,13683
1517,29748,13492
1518,29944,13576
1519,29781,13350
1520,29600,13352
1521,29825,13269
1522,29705,13211
1523,29858,13464
1524,29761,13496
1525,29888,13264
1526,29602,13341
1527,30036,13552
1528,29770,13490
1529,29625,13610
1530,30155,13567
1531,29791,13332
1532,30077,13522
1533,29567,13627
1534,29793,13495
1535,29954,13656
1536,29997,13300
1537,29979,13506
1538,30176,13878
1539,30373,13875
1540,30268,13245
1541,29982,13412
1542,30075,13918
1543,30214,13354
1544,30188,13324
1545,30314,13302
1546,30385,13603
1547,30793,13713
1548,30604,13755
1549,30453,13272
1550,30487,13502
1551,30207,13986
1552,30463,13678
1553,30109,13556
1554,30713,13662
1555,30498,13552
1556,30419,13959
1557,30464,13530
1558,30340,13573
1559,30479,13864
1560,30743,14143
1561,31037,13770
1562,30883,13613
1563,30648,13729
1564,30928,13878
1565,30255,13829
1566,30667,13998
1567,30721,14241
1568,30895,13793
1569,30976,14124
1570,30777,14136
1571,31125,13797
1572,30530,13855
1573,30915,13856
1574,30792,13985
1575,30789,13974
1576,30738,13866
1577,30820,14117
1578,30975,13978
1579,30912,13834
1580,31312,14287
1581,31174,13879
1582,31155,13884
1583,31368,14296
1584,30833,13850
1585,31043,13850
1586,30825,14158
1587,31213,13897
1588,31042,13967
1589,31442,14033
1590,30891,13994
1591,31134,14203
1592,31302,13866
1593,31344,14087
1594,31608,14330
1595,31846,13926
1596,31310,14366
1597,31609,14080
1598,31125,14132
1599,31516,14109
1600,31353,14324
1601,31646,14004
1602,31516,14095
1603,31677,14114
1604,31433,14524
1605,31750,13945
1606,31857,14346
1607,31682,13891
1608,31764,14399
1609,31740,13988
1610,31795,14247
1611,31564,14371
1612,31391,14071
1613,31678,14057
1614,31804,13916
1615,31741,14109
1616,31771,14166
1617,31580,14100
1618,31962,14234
1619,31926,14177
1620,31899,14393
1621,31817,14120
1622,32154,14094
1623,32271,14279
1624,31961,14328
1625,31955,14729
1626,32184,14583
1627,32286,13992
1628,31805,14449
1629,31790,14169
1630,32106,14218
1631,32036,14344
1632,32137,14470
1633,32257,14688
1634,32131,14388
1635,32956,14462
1636,32299,14308
1637,32502,14231
1638,32282,14676
1639,32244,14716
1640,32221,14311
1641,32245,14233
1642,32533,14229
1643,32146,14195
1644,32583,14649
1645,32126,14556
1646,32076,14463
1647,32626,14867
1648,32423,14167
1649,32437,14708
1650,32520,14955
1651,32210,14523
1652,32902,14743
1653,32621,14445
1654,32621,14470
1655,32473,14762
1656,32735,14505
1657,32682,14492
1658,32629,14716
1659,32415,14551
1660,33181,14551
1661,32967,14818
1662,32789,14723
1663,32752,14722
1664,33175,14658
1665,32942,14735
1666,32590,14801
1667,32857,14580
1668,33102,14718
1669,32944,14699
1670,32944,14770
1671,32929,14721
1672,33138,14637
1673,33223,14598
1674,33016,14924
1675,33138,14785
1676,33305,14714
1677,33137,14952
1678,33209,14630
1679,33291,14758
