N,AVL,Rubro-Negra,ArvoreB1,ArvoreB5,ArvoreB10
1526,21723,33726,41419,40648,49571
1527,20018,34026,41484,40717,49720
1528,20920,34033,41538,40753,49689
1529,20736,34134,41565,40975,49881
1530,20558,33805,41470,40919,49695
1531,21164,34020,41601,40784,49618
1532,20505,33619,41660,41019,49960
1533,20403,34212,41917,41064,49991
1534,21537,34191,41644,40838,49931
1535,22409,34152,41740,41005,49841
1536,21988,34191,41793,41069,49970
1537,19819,34029,41729,41039,50011
1538,20405,34049,41807,41179,49892
1539,21189,34402,41928,41213,50196
1540,21908,34279,41973,41179,50071
1541,21029,34259,42129,41226,50187
1542,21436,34719,41944,41207,50144
1543,21565,34174,41859,41249,50059
1544,19716,34059,42079,41189,50381
1545,21459,34436,41963,41172,50280
1546,22113,34971,41982,41242,50250
1547,21585,34813,42186,41316,50386
1548,20344,34350,42180,41383,50185
1549,21780,34601,42124,41468,50452
1550,20518,34202,42227,41459,50563
1551,20679,34622,42182,41494,50333
1552,23520,34484,42282,41487,50739
1553,21654,34815,42089,41515,50667
1554,20904,34919,42324,41587,50503
1555,21701,34519,42321,41514,50669
1556,20913,34586,42237,41617,50482
1557,20972,34367,42272,41490,50566
1558,22963,34483,42431,41558,50693
1559,21564,35056,42364,41672,50743
1560,22337,34914,42453,41814,50797
1561,20942,35029,42471,41709,50532
1562,21447,35033,42416,41776,50869
1563,22196,35044,42433,41782,50940
1564,21765,34648,42597,41797,51103
1565,22577,34887,42571,41850,51012
1566,21539,34958,42595,41868,50926
1567,21439,34650,42596,41799,51031
1568,19934,34681,42767,41908,51131
1569,22043,34853,42666,41739,51163
1570,20646,34857,42913,42040,51038
1571,22485,35023,42767,41948,51089
1572,23107,34688,42738,42205,51169
1573,19939,35136,42839,42161,51303
1574,21758,34960,42917,41978,51243
1575,20400,35377,42922,42264,51396
1576,20272,35168,42934,42103,51396
1577,22246,35126,42911,42158,51202
1578,22893,35177,43098,42271,51413
1579,22784,35360,43027,42257,51374
1580,20872,35116,43090,42317,51532
1581,20859,35365,42991,42280,51543
1582,21922,35516,43152,42390,51456
1583,22158,35398,43049,42333,51700
1584,21479,35075,43094,42360,51744
1585,20686,35643,43282,42436,51626
1586,21726,35605,43159,42420,51711
1587,23613,35501,43249,42499,51761
1588,20965,35233,43234,42547,51654
1589,23116,35367,43332,42704,51724
1590,21863,35549,43257,42553,52018
1591,20136,35189,43225,42523,51730
1592,24081,35788,43367,42549,51804
1593,20742,35719,43450,42553,51891
1594,22203,35688,43523,42683,51906
1595,23200,35516,43512,42693,52006
1596,21644,35583,43474,42871,51898
1597,21009,35516,43515,42651,52111
1598,23408,35899,43597,42757,52078
1599,21489,35757,43571,42615,51957
1600,22527,35761,43529,42755,52308
1601,21446,35899,43626,42922,52454
1602,23670,36114,43686,42869,52171
1603,22369,35657,43576,42872,52161
1604,21639,35775,43828,43014,52309
1605,22412,36026,43682,43032,52379
1606,22431,35966,43741,43008,52298
1607,22490,36021,43909,42985,52368
1608,23199,35896,43842,43084,52373
1609,21748,35884,43908,43134,52396
1610,23010,36270,43865,43052,52466
1611,21668,36489,43826,43100,52419
1612,23102,36203,44082,43244,52755
1613,22461,35821,43948,43156,52638
1614,22770,35920,44005,43403,52656
1615,23479,35699,44113,43223,52610
1616,21761,36290,44012,43173,52673
1617,22269,36058,44121,43251,52705
1618,22473,36190,44126,43437,52531
1619,22744,36105,44171,43253,52760
1620,22431,36194,44115,43491,52972
1621,23426,36267,44180,43422,52837
1622,22927,36812,44227,43482,52935
1623,23418,36366,44265,43495,53007
1624,22949,36346,44394,43467,52966
1625,20993,36295,44300,43496,52928
1626,22632,36709,44260,43571,53000
1627,22310,36551,44449,43606,53005
1628,23360,36602,44280,43472,53240
1629,21478,36195,44297,43623,52848
1630,22298,36761,44538,43631,53174
1631,23964,36629,44571,43611,53293
1632,22201,36520,44545,43626,53513
1633,22935,36642,44493,43778,53354
1634,21788,36848,44662,43771,53182
1635,21299,36382,44617,43726,53486
1636,22910,36271,44492,43675,53195
1637,23153,36657,44590,43926,53683
1638,24028,36789,44651,43790,53284
1639,24137,36810,44788,43959,53524
1640,21532,36728,44682,43884,53391
1641,22924,36989,44849,43975,53493
1642,24042,36958,44933,43882,53525
1643,21790,36533,44824,43909,53411
1644,21770,37163,44985,44035,53608
1645,21552,36972,44852,44154,53573
1646,23779,36694,44949,44070,53553
1647,22546,37076,44886,44056,53584
1648,24169,36974,45091,44194,53714
1649,21317,37149,44963,44067,53767
1650,22134,36668,45069,44287,53673
1651,25014,37264,45146,44186,53845
1652,23919,37379,45012,44444,54046
1653,23184,36703,45115,44368,53999
1654,25055,36805,45141,44271,53857
1655,22768,37614,45105,44336,54047
1656,22792,36958,45240,44417,53997
1657,23458,37016,45387,44443,53807
1658,23240,37518,45325,44475,54104
1659,24319,37123,45200,44656,54144
1660,22488,37147,45331,44651,54143
1661,24324,37249,45303,44502,54379
1662,23194,36926,45331,44565,54468
1663,23312,37343,45292,44548,54367
1664,22477,37547,45434,44703,54452
1665,23110,37541,45518,44658,54509
1666,22584,37344,45445,44602,54408
1667,24316,37757,45524,44724,54219
1668,23881,37772,45519,44770,54410
1669,21796,37432,45631,44689,54396
1670,24178,37652,45620,44716,54361
1671,22206,37548,45596,44626,54639
1672,23247,37446,45697,44832,54668
1673,23053,37604,45868,44987,54653
1674,24195,37485,45770,44831,54753
1675,22386,37484,45747,45021,54637
1676,22581,37660,45803,45044,54781
1677,25755,37602,45860,45116,54822
1678,25425,37845,45892,44860,54855
1679,23486,37753,45889,45004,54937
1680,24350,37705,45954,45072,54649
1681,25094,37547,45981,45068,55096
1682,23491,37308,45978,45068,54858
1683,22643,37863,46135,45077,55017
1684,23707,37675,46058,45110,55122
1685,22637,37860,46005,45159,55052
1686,24364,38515,46127,45303,55002
1687,23670,37677,46096,45150,55082
1688,23069,37905,46263,45223,55106
1689,23357,38054,46171,45370,55367
1690,23281,38323,46309,45337,55378
1691,27252,38109,46258,45419,55289
1692,22608,38192,46197,45304,55391
1693,26118,38062,46286,45363,55283
1694,21833,37923,46305,45377,55432
1695,22693,38330,46428,45603,55496
1696,23507,37759,46289,45573,55530
1697,22465,38282,46574,45440,55435
1698,23919,38563,46402,45493,55391
1699,24130,38174,46562,45556,55475
1700,22758,38111,46537,45751,55493
1701,22639,37830,46586,45573,55664
1702,23099,38661,46538,45575,55875
1703,23365,38368,46622,45704,55659
1704,23194,38345,46487,45762,55491
1705,23561,38533,46633,45782,55741
1706,23159,38611,46604,45740,55704
1707,23972,38455,46602,45846,55632
1708,24465,38735,46676,45787,55971
1709,24327,38416,46778,45884,55838
1710,23560,38580,46764,45982,55865
1711,23370,38403,46771,45778,56025
1712,22663,38301,46846,46019,56008
1713,23757,38553,46856,45967,55855
1714,24718,38680,46961,46101,56130
1715,22382,38859,47006,45913,56260
1716,22649,38534,46897,46190,56070
1717,22932,38541,46928,45939,56210
1718,23809,38412,46928,46209,56348
1719,23716,38650,47019,46142,56367
1720,24006,38994,47019,46245,56133
1721,22782,38462,47131,46247,56290
1722,25117,39076,47088,46217,56460
1723,23170,38858,47318,46307,56363
1724,24040,38651,47192,46359,56419
1725,24075,38519,47065,46224,56392
1726,23606,39180,47366,46316,56622
1727,24010,38757,47376,46448,56619
1728,24035,39046,47252,46415,56339
1729,24348,39144,47339,46445,56450
1730,25657,39183,47380,46421,56746
1731,24053,38937,47296,46511,56720
1732,23182,39386,47420,46476,56799
1733,23489,39136,47399,46590,56392
1734,24630,39333,47447,46641,56783
1735,23593,39098,47408,46668,56875
1736,22779,39659,47526,46733,56755
1737,23447,39748,47613,46811,56823
1738,23134,39247,47643,46703,56833
1739,23995,39503,47793,46866,56729
1740,25042,39092,47578,46561,56919
1741,23048,39130,47616,46902,57057
1742,23953,39677,47675,46789,56917
1743,24935,39182,47647,46962,56800
1744,23361,39315,47757,46947,57119
1745,24182,39370,47807,47032,57338
1746,24462,39325,47871,46933,57096
1747,25561,38917,47974,47007,56893
1748,24698,39319,47858,46914,57334
1749,23745,39541,47896,47022,57196
1750,24168,39708,47887,46863,57249
1751,25647,39486,47952,47102,57314
1752,23402,39675,47911,47304,57292
1753,24406,39979,48083,47052,57539
1754,25016,40008,48074,47192,57263
1755,23843,39688,48034,47184,57419
1756,24000,39656,48089,47182,57401
1757,24893,39882,48276,47224,57207
1758,23672,39791,48223,47407,57504
1759,24787,40013,48195,47237,57805
1760,24288,40086,48264,47309,57710
1761,27082,40091,48375,47360,57532
1762,26213,39686,48357,47332,57671
1763,26241,40167,48409,47447,57846
1764,25833,39989,48373,47502,57721
1765,23997,39804,48475,47434,57746
1766,23949,39917,48440,47494,57674
1767,25137,39924,48668,47520,57889
1768,25270,40069,48356,47612,57890
1769,23929,40231,48457,47463,57816
1770,24806,40365,48787,47611,57721
1771,25097,40223,48477,47667,58180
1772,24446,40374,48441,47676,57985
1773,23552,40284,48618,47622,57942
1774,25460,40033,48607,47649,58228
1775,24418,40150,48697,47706,58193
1776,24535,40276,48663,47690,58123
1777,25782,40517,48646,47989,58410
1778,24668,40318,48791,47829,58235
1779,27102,40547,48685,47937,58230
1780,24139,40636,48769,48053,58411
1781,25392,40529,48732,47828,58371
1782,25080,40093,48928,48012,58226
1783,24707,40244,48979,47904,58371
1784,25241,40457,48976,48030,58340
1785,23878,40266,48883,48081,58388
1786,25882,40576,48975,47949,58410
1787,26069,40447,49081,48117,58533
1788,25993,40704,48978,48200,58556
1789,24995,40475,48928,48043,58558
1790,25313,40242,49099,48269,58645
1791,24020,40523,49066,48215,58643
1792,23800,40607,49059,48183,58867
1793,23936,40621,49140,48335,58755
1794,24998,40734,49274,48172,58681
1795,26429,40922,49296,48373,58640
1796,24401,40699,49323,48478,58917
1797,25425,41119,49272,48292,58815
1798,25085,40835,49242,48388,59176
1799,25496,40922,49335,48461,58755
1800,25497,41326,49426,48391,59099
1801,24718,40821,49498,48483,59270
1802,24917,40859,49393,48512,59101
1803,27065,40732,49486,48448,58909
1804,24487,41019,49453,48558,59543
1805,24464,41277,49510,48656,58986
1806,26228,41140,49488,48588,58957
1807,25642,41143,49663,48695,59312
1808,25576,41063,49677,48714,59101
1809,24236,41135,49561,48734,59398
1810,26120,41500,49653,48774,59268
1811,25511,41260,49789,48798,59217
1812,25331,41180,49855,48848,59586
1813,24348,40909,49660,48827,59321
1814,25641,40914,49868,48787,59548
1815,25149,40847,49826,49011,59609
1816,24713,41341,49848,48881,59707
1817,26134,41431,49697,48943,59535
1818,24655,41404,49910,48960,59580
1819,25299,41394,49890,49137,59675
1820,26443,41404,50021,49038,59636
1821,25030,41088,50102,49024,59393
1822,25319,41502,50115,48973,59964
1823,24461,41452,49920,49073,59855
1824,25330,41650,50058,49134,59506
1825,28390,42053,49963,49046,59760
1826,26263,41336,50068,49143,59732
1827,26146,41582,50190,49154,59927
1828,26026,41365,50156,49389,60188
1829,25324,42122,50433,49226,60171
1830,24948,42004,50219,49531,60008
1831,25966,41726,50228,49235,59950
1832,25485,41674,50394,49438,60020
1833,25127,41461,50411,49459,60071
1834,24309,41856,50455,49471,60171
1835,25285,41814,50357,49459,60294
1836,28506,41394,50306,49509,60139
1837,28321,41765,50400,49617,60413
1838,26236,41951,50557,49560,60384
1839,28544,42012,50457,49517,60299
1840,25590,41725,50671,49675,60214
1841,27191,41757,50655,49568,60449
1842,25949,42065,50492,49789,60299
1843,26068,42381,50605,49789,60291
1844,25256,41918,50742,49747,60613
1845,26759,41916,50745,49716,60690
1846,25367,42024,50745,49707,60628
1847,25655,41787,50806,49913,60615
1848,26771,41770,50745,49690,60911
1849,25980,41876,50910,49884,60762
1850,25964,41990,50807,50014,60744
1851,28427,42333,50805,49907,60773
1852,26931,42352,50872,49830,60875
1853,26443,42155,51147,50024,60804
1854,25885,42305,51233,49992,60931
1855,27025,42218,51098,50163,61069
1856,26264,42163,50932,50214,60834
1857,25258,42211,51020,49898,61046
1858,28397,42593,51128,50054,60830
1859,25998,42768,51133,50175,61110
1860,25784,42025,51044,50104,60922
1861,26978,42433,51056,50091,61296
1862,25922,42824,51157,50189,61148
1863,26085,42655,51169,50228,61281
1864,27048,42543,51378,50307,61234
1865,26551,42649,51256,50349,61399
1866,25241,42396,51383,50326,61246
1867,26211,42524,51209,50436,61425
1868,28012,42638,51409,50395,61131
1869,28787,42875,51455,50411,61325
1870,27013,42734,51453,50341,61436
1871,27502,42948,51501,50708,61130
1872,26601,42653,51745,50459,61298
1873,26433,43078,51657,50475,61468
1874,25218,42520,51667,50419,61531
1875,25396,42901,51426,50674,61549
1876,25768,42724,51732,50734,61498
1877,25617,42842,51635,50778,61445
1878,27149,42903,51646,50685,61877
1879,24825,42899,51650,50785,61577
1880,26296,43125,51642,50659,61744
1881,26910,42413,51723,50699,61706
1882,28027,42588,51884,50900,61874
1883,26567,42976,51815,50855,61820
1884,25840,42726,51800,50964,61938
1885,28519,43297,51769,50825,62038
1886,26876,43186,51762,50854,61830
1887,26139,43079,51832,50871,61883
1888,28243,43595,52017,50975,61934
1889,29069,43035,51856,50962,62157
1890,25893,43366,52043,50829,62089
1891,28187,43056,52146,51079,62173
1892,25747,43076,52134,51198,62371
1893,29645,43609,52278,51261,62148
1894,26373,43593,52049,51197,62103
1895,26308,43664,52351,51230,62188
1896,30282,44079,52192,51309,62288
1897,28490,43049,52120,51192,62284
1898,26604,43401,52332,51202,62093
1899,25792,43309,52279,51210,62496
1900,27314,43546,52331,51265,62446
1901,26248,43296,52196,51350,62392
1902,30266,43599,52317,51434,62404
1903,27280,43712,52505,51310,62441
1904,27529,43740,52540,51264,62529
1905,25999,43429,52376,51402,62553
1906,27134,43294,52671,51538,62702
1907,28095,43323,52544,51547,62761
1908,27006,43691,52443,51598,62578
1909,28948,43768,52543,51641,62705
1910,28034,43685,52518,51423,62819
1911,26026,43787,52655,51646,62706
1912,27000,43717,52615,51698,62839
1913,30351,43834,52754,51686,62972
1914,27165,43734,52582,51538,62916
1915,27740,43910,52816,51697,63052
1916,28491,43817,52721,51927,62819
1917,26049,43575,52799,51844,63025
1918,26050,43586,52696,51860,63220
1919,27519,43864,52923,51971,63287
1920,26026,43917,52843,51792,63035
1921,28073,44099,53146,52079,63111
1922,26250,44039,52980,51796,63396
1923,26855,43860,53032,51977,63063
1924,26780,43710,53069,52164,63284
1925,27435,43587,52845,52000,63324
1926,28525,43854,53173,52083,63391
1927,25904,44360,52951,52153,63398
1928,25706,44084,53199,52102,63270
1929,29034,44208,53250,52200,63355
1930,27022,44134,53194,52035,63467
1931,27827,44137,53138,52078,63795
1932,26598,44350,53195,52191,63599
1933,27621,44510,53343,52235,63730
1934,27433,44484,53213,52295,63684
1935,26973,44557,53249,52466,63559
1936,27969,44638,53289,52275,63628
1937,29494,44711,53357,52535,63694
1938,27056,44380,53258,52305,63596
1939,26937,44077,53504,52399,63786
1940,26275,44187,53431,52373,63778
1941,26056,44360,53430,52342,63911
1942,28800,44857,53619,52497,64221
1943,28380,44211,53609,52537,63881
1944,30926,44705,53528,52540,63821
1945,29178,44503,53850,52449,63929
1946,27306,44762,53663,52721,64301
1947,26392,44527,53568,52781,63935
1948,26834,44658,53546,52593,63995
1949,29809,44639,53616,52577,64102
1950,27627,44260,53771,52636,64177
1951,26244,44933,53795,52838,64288
1952,28363,44878,53775,52857,64231
1953,28340,44600,53784,52883,64396
1954,26715,44550,54033,52878,64416
1955,27794,44683,53889,52822,64465
1956,28945,44703,53972,52960,64450
1957,30478,44597,53778,52796,64412
1958,29839,44656,53940,52933,64953
1959,28084,45009,54061,53090,64643
1960,27253,44169,54097,52924,64498
1961,26956,45325,54115,52973,64481
1962,27250,45079,53992,53108,64740
1963,28475,45119,54219,53067,64745
1964,27233,44900,54195,53220,64590
1965,28849,45077,54234,53372,64583
1966,27415,45456,54058,53231,64601
1967,30390,45267,54177,53209,64803
1968,29850,45346,54484,53447,64957
1969,28006,45044,54261,53138,64798
1970,29032,45451,54364,53394,65048
1971,30847,44823,54296,53369,64886
1972,29831,45476,54367,53322,64844
1973,27719,45008,54589,53548,64995
1974,27408,45165,54643,53258,64962
1975,27939,45588,54385,53355,64977
1976,29289,44786,54636,53386,65020
1977,28014,45215,54567,53615,64928
1978,28685,45835,54819,53499,65247
1979,27565,45646,54613,53638,65222
1980,27666,45420,54847,53594,65212
1981,29371,45923,54632,53704,65349
1982,28250,45542,54866,53705,65276
1983,27148,45366,54539,53528,65394
1984,28665,46052,54865,53490,65429
1985,29904,45422,54628,53812,65360
1986,28186,45481,54887,53795,65500
1987,29297,45045,54737,53841,65426
1988,28218,45908,54908,53754,65377
1989,28939,45554,54738,53909,65661
1990,28432,45382,54794,53918,65662
1991,27291,45627,55031,53836,65516
1992,27713,46104,54934,54168,65701
1993,26981,45470,54846,53994,65696
1994,29302,46046,54964,53877,65691
1995,29371,45571,55029,53798,65561
1996,30601,45572,54997,54055,65962
1997,27850,45980,55241,54119,65601
1998,29341,46151,55052,54134,65992
1999,27519,45685,55107,54177,65791
2000,28818,46043,55251,54276,65903
2001,28109,45920,55181,54208,65773
2002,27363,45647,55345,54159,66008
2003,27721,45987,55139,54199,66032
2004,30916,46405,55414,54166,65977
2005,27729,46152,55451,54225,66077
2006,29735,46094,55395,54364,66283
2007,27914,46152,55307,54337,66075
2008,29139,46366,55473,54318,66400
2009,28329,46447,55390,54455,66406
2010,27649,46642,55546,54356,66366
2011,29182,46173,55577,54501,66377
2012,29916,46749,55405,54561,66543
2013,28277,46575,55689,54543,66301
2014,27910,46710,55518,54590,66433
2015,27098,45763,55717,54619,66479
2016,30952,46655,55698,54649,66528
2017,27293,46163,55553,54535,66307
2018,29364,46353,55732,54696,66525
2019,29571,46778,55814,54736,66637
2020,28712,46845,55802,54756,66585
2021,30050,46085,55987,54847,66653
2022,29660,46222,55806,54796,66465
2023,27399,46390,55791,54963,66783
2024,28952,46460,56068,54941,66480
2025,31348,47031,55911,55089,66972
2026,29973,46604,56077,55043,66981
2027,28075,46233,55928,54914,66797
2028,28070,46390,56093,55057,66847
2029,29049,46855,56028,54855,66931
2030,28405,46580,55996,55145,66977
2031,27420,46258,56096,55038,66977
2032,29391,46951,56167,55130,67075
2033,30252,46744,56182,54978,67208
2034,29058,46728,56120,55123,67244
2035,28595,46856,56240,55113,67217
2036,29260,46707,56358,55250,67218
2037,30123,47384,56287,55305,67274
2038,28760,46699,56315,55289,67040
2039,32440,46969,56286,55187,67380
2040,28188,46879,56509,55091,67237
2041,32890,46730,56370,55307,67254
2042,28737,47161,56431,55635,67224
2043,29040,47109,56476,55394,67528
2044,29175,47129,56599,55618,67126
2045,31054,47432,56684,55549,67473
2046,28219,47075,56531,55678,67740
2047,28847,47277,56710,55629,67465
2048,27781,47165,56665,55499,67921
2049,29096,47221,56752,55569,67831
2050,29367,47563,56672,55713,67794
2051,28934,47944,56581,55662,67631
2052,30606,47385,56827,55744,67484
2053,28080,47181,56649,55700,67648
2054,28562,47811,56813,55772,68026
2055,29213,47394,56708,55778,67812
2056,28345,47274,57039,55731,67791
2057,29002,47470,56850,55685,67995
2058,29960,47653,57097,55681,67811
2059,30609,47719,56775,55998,68185
2060,32961,47591,57076,55906,68158
2061,28653,47643,56944,56068,68086
2062,30629,47997,56840,55799,68101
2063,28369,46904,57007,56081,67981
2064,28429,48139,57057,56025,68179
2065,30636,47678,57187,56067,68115
2066,31805,47504,57086,56027,68289
2067,30065,47976,57236,56042,68196
2068,27090,47408,57219,56075,68227
2069,28910,47937,57303,56075,68313
2070,32155,47879,57061,56213,68239
2071,30023,47707,57223,56170,68121
2072,30177,47916,57364,56428,68240
2073,28598,47794,57432,56202,68424
2074,30914,48157,57478,56406,68508
2075,29620,48433,57604,56299,68382
2076,28292,47619,57271,56350,68642
2077,29796,47627,57493,56378,68541
2078,31868,48236,57610,56516,68406
2079,28723,48328,57505,56424,68773
2080,32582,47877,57751,56667,68595
2081,30099,48149,57680,56792,68596
2082,28793,48328,57588,56720,68830
2083,28857,47998,57699,56775,68842
2084,28710,48225,57575,56715,68617
2085,28930,48251,57966,56469,68913
2086,33013,48028,57812,56605,68918
2087,30067,48205,57732,56674,69090
2088,30315,48281,57858,56854,69022
2089,28890,48274,57767,56830,69030
2090,29418,48466,57681,56774,69059
2091,31157,48121,57844,56567,69292
2092,30348,48660,57787,56842,69173
2093,31210,48511,58082,56779,69284
2094,35565,48830,58037,56887,69187
2095,31941,48422,57982,57060,69283
2096,29891,48505,57994,56895,69330
2097,28170,48663,58017,56944,69344
2098,29184,48813,57981,56931,69239
2099,29521,48587,58221,57014,69453
2100,29725,48798,58134,57050,69614
2101,29146,47853,58193,56992,69387
2102,28769,48336,58165,57022,69472
2103,30898,48849,58127,57146,69499
2104,30337,48462,58148,56972,69610
2105,30930,49174,58166,57117,69619
2106,31392,48745,58264,57345,69321
2107,31882,48719,58407,57421,69876
2108,28822,48634,58276,57335,69497
2109,30736,49034,58340,57272,69703
2110,29491,48806,58453,57578,69654
2111,31068,48989,58489,57423,69801
2112,29513,48822,58529,57403,69999
2113,31864,49039,58283,57410,70118
2114,32037,49196,58533,57405,69872
2115,29243,48529,58566,57439,69901
2116,30348,49853,58459,57432,69935
2117,28886,49283,58608,57519,70094
2118,31976,48655,58840,57504,70038
2119,29845,48702,58835,57709,70109
2120,29320,49423,58794,57817,70089
2121,28875,49057,58749,57707,70158
2122,30148,49253,58969,57689,69970
2123,29152,48851,58757,57653,70253
2124,31541,49701,58766,57684,70227
2125,34750,49217,58905,57765,70221
2126,30744,49347,59067,57928,70306
2127,30315,49243,58966,57857,70515
2128,31483,49649,58993,57856,70440
2129,32038,49600,59017,57855,70515
2130,31151,49283,58997,57921,70402
2131,31023,49159,58932,57984,70316
2132,32528,49502,58967,57914,70578
2133,29817,49165,59154,58057,70274
2134,29770,49350,59076,58014,70593
2135,31623,49451,59212,58117,70832
2136,31476,49482,59092,58118,70606
2137,31291,49711,59152,58314,70830
2138,32878,49247,59229,58148,70811
2139,32181,49623,59185,58271,70886
2140,31206,49539,59276,58153,70822
2141,31666,49852,59334,58221,70841
2142,31320,49921,59430,58317,70781
2143,28723,49905,59339,58203,71034
2144,32165,49609,59578,58191,71158
2145,32251,49724,59736,58430,70952
2146,30136,49679,59651,58402,70878
2147,31888,49788,59373,58376,71129
2148,30651,50048,59711,58292,71255
2149,30732,50210,59753,58312,71186
2150,33617,50114,59741,58584,71284
2151,31215,49543,59492,58522,71246
2152,31018,49738,59485,58453,71188
2153,31160,50006,59799,58696,71374
2154,31928,50234,59502,58674,71470
2155,29120,50141,59784,58734,71305
2156,31787,49924,60030,58820,71621
2157,31826,50045,59901,58772,71490
2158,30326,49998,59904,58751,71629
2159,30613,50323,59829,58857,71354
2160,30743,49979,59816,58689,71651
2161,31027,49972,59912,58846,71699
2162,31957,50145,59889,58864,71451
2163,35699,50133,60129,58896,71483
2164,32208,50336,59926,58903,71705
2165,30158,50042,60240,59112,71619
2166,31632,50286,60207,58978,71816
2167,29847,49842,59857,58911,71785
2168,31037,50105,60152,59125,71633
2169,30979,50484,60212,59092,71677
2170,30448,50521,60229,59003,71787
2171,31697,50108,60234,59112,71879
2172,30414,50506,60300,59277,72053
2173,31797,50602,60245,58976,71894
2174,31736,50525,60222,59199,71765
2175,32152,51077,60172,59212,71832
2176,30655,50472,60561,59224,72105
2177,31558,50458,60220,59168,72163
2178,32938,50736,60396,59330,72095
2179,30371,50300,60550,59358,72324
2180,30890,50571,60915,59441,71955
2181,31357,50809,60414,59423,72209
2182,31746,50361,60632,59451,72387
2183,31786,50483,60456,59536,72364
2184,30702,50387,60410,59620,72244
2185,30810,50756,60564,59530,72537
2186,33200,51143,60507,59514,72556
2187,29851,50754,60761,59716,72511
2188,29700,50956,60634,59633,72581
2189,32402,50796,60725,59655,72266
2190,30471,51019,60642,59701,72309
2191,31052,51271,61044,59709,72786
2192,31183,50831,61090,59487,72786
2193,31806,50948,60795,59752,72700
2194,34211,51077,61245,59581,72867
2195,32005,51029,60649,59779,72654
2196,30802,51424,60828,59688,72786
2197,32949,51091,60834,59944,72728
2198,31907,50776,61233,59754,72688
2199,34923,50857,60821,59792,72786
2200,30859,51422,60873,59975,72772
2201,31698,50858,61186,60057,72888
2202,33615,51594,61133,59925,73131
2203,32728,51179,61065,59884,72877
2204,30778,51386,61030,60048,73124
2205,33205,51545,61284,59893,73322
2206,32278,51279,61265,60247,73114
2207,32091,51404,61330,60259,73225
2208,32626,51629,61367,60141,73237
2209,31844,51580,61412,60396,73318
2210,33405,51358,61350,60337,73308
2211,31133,51555,61557,60324,73308
2212,33783,51431,61505,60321,73341
2213,29647,51119,61590,60429,73502
2214,31887,51290,61496,60241,73219
2215,32476,51951,61462,60306,73357
2216,31214,51661,61721,60376,73438
2217,32004,51653,61667,60467,73495
2218,31177,51312,61447,60325,73583
2219,32879,51654,61492,60562,73674
2220,33532,51325,61538,60526,73513
2221,31230,51592,61660,60433,73586
2222,34067,51939,61518,60539,73705
2223,30082,51532,61829,60580,73813
2224,33569,52233,61847,60521,73807
2225,30962,51846,61797,60779,73880
2226,31847,51785,62022,60763,73826
2227,31508,51955,61704,60760,73700
2228,31370,52024,61800,60661,74066
2229,31682,51902,61988,60740,73654
2230,33568,52167,61783,60752,73725
2231,32900,52117,62010,60796,74089
2232,31200,51855,61981,60763,74052
2233,31597,51619,61896,60888,73971
2234,31833,51758,62220,60811,74161
2235,31305,52269,62276,61044,74032
2236,33724,52307,62148,60977,74284
2237,32976,52582,61952,61162,74304
2238,33110,52068,62133,60965,74291
2239,32574,52258,62472,61250,74212
2240,31357,52147,62285,61028,74364
2241,30605,52008,62254,61190,74351
2242,33213,52208,62560,61053,74150
2243,32279,52219,62476,61099,74428
2244,32142,52948,62188,61106,74529
2245,34101,52274,62408,61208,74527
2246,31140,51993,62275,61257,74407
2247,33496,52646,62610,61378,74494
2248,35519,52871,62644,61280,74673
2249,32466,53064,62700,61419,74640
2250,32601,52688,62544,61402,74524
2251,31747,52681,62452,61377,74822
2252,31338,52263,62588,61417,74743
2253,33373,52681,62645,61434,74644
2254,34493,53148,62780,61412,74625
2255,36283,52547,62728,61319,74623
2256,33158,52763,62550,61446,74969
2257,34773,53081,62826,61565,74854
2258,35144,52551,62950,61427,75090
2259,31389,52737,62854,61651,74855
2260,33338,53006,62657,61728,74958
2261,33551,52471,62795,61612,75021
2262,30096,52418,63053,61791,75060
2263,32117,52634,62766,61724,74958
2264,32325,52599,62915,61821,75209
2265,32219,52994,63233,61842,75217
2266,32937,53370,62966,62046,75329
2267,33229,53321,62892,61850,75361
2268,33034,53095,62947,61932,75399
2269,31895,52824,63045,62221,75329
2270,33416,52974,63135,62146,75322
2271,31799,52983,63183,61973,75167
2272,34362,53493,63282,61996,75278
2273,32596,52749,63196,61987,75264
2274,32438,53302,63147,61942,75619
2275,31296,52691,63252,62207,75460
2276,32591,53255,63486,62049,75627
2277,31075,53448,63366,62102,75420
2278,32960,53329,63400,62348,75695
2279,34837,53222,63321,62206,75921
2280,33125,53754,63379,62265,75469
2281,31897,53725,63391,62296,75783
2282,30736,53032,63360,62299,75786
2283,38194,53406,63524,62450,75768
2284,36679,53190,63766,62385,75831
2285,31625,53285,63624,62471,75909
2286,32398,53965,63881,62439,75974
2287,31438,53584,63498,62464,76011
2288,32126,53677,63680,62557,75875
2289,34714,53583,63613,62613,75995
2290,37022,53674,63692,62462,75886
2291,31881,53540,64080,62600,76086
2292,32450,53863,63920,62692,75973
2293,32509,53493,63865,62650,76087
2294,32184,53655,63661,62380,76171
2295,32214,53210,63821,62779,76316
2296,32100,53411,63752,62463,76362
2297,33010,53949,63937,62675,76255
2298,38299,54433,64271,62719,75961
2299,31827,54167,63732,62808,76286
2300,35407,53991,63975,62813,76104
