N,AVL,Rubro-Negra,ArvoreB1,ArvoreB5,ArvoreB10
4348,66429,110354,124572,123058,148675
4349,68845,110015,125037,122629,148297
4350,67637,110392,125474,123116,148280
4351,68793,110004,125348,123190,148427
4352,64178,109737,125341,123068,148641
4353,80849,110210,125533,122992,148704
4354,70705,110022,125360,123207,148450
4355,67458,110164,125342,123111,148832
4356,72611,111288,125445,122906,148626
4357,65905,109570,125276,123375,148995
4358,65767,110141,125162,123326,148966
4359,70537,110041,125174,123391,148657
4360,71088,110380,125384,123468,148867
4361,71606,109626,125575,123205,149287
4362,68970,109993,125614,123152,149233
4363,68727,109972,125305,123381,148865
4364,68665,110451,125349,123493,149131
4365,66491,110639,125710,123531,148860
4366,71968,110543,125776,123440,148969
4367,70805,109986,125445,123734,149322
4368,65768,110484,125566,123508,149393
4369,76824,110633,126180,123591,149264
4370,69075,111338,125601,123591,149398
4371,67304,110470,125825,123610,149288
4372,70168,110087,125854,123460,149343
4373,70976,111254,125915,123410,149411
4374,67523,110904,125936,123570,149375
4375,74671,110540,126172,123551,149490
4376,71776,111207,125883,123791,149577
4377,74264,110456,126106,123904,149729
4378,74396,111321,125926,123957,149397
4379,71611,110682,126259,123943,149567
4380,71451,111208,126089,123894,149557
4381,71422,110642,125910,123694,149828
4382,65373,111298,126094,123902,149672
4383,68460,110940,125773,124193,149621
4384,66977,110112,126210,124245,149776
4385,71878,110861,126092,124057,149748
4386,67579,111024,126008,124053,149848
4387,68429,111634,126020,124089,149875
4388,71158,111301,126112,124147,149611
4389,69921,110819,126343,124419,150049
4390,72980,112212,126614,124212,149993
4391,73512,111022,126070,123998,149958
4392,70645,110853,126324,124312,149872
4393,67332,111361,126856,124197,150429
4394,78805,111553,126459,124480,150150
4395,71727,111814,126370,124534,150075
4396,69732,111668,126133,124225,150381
4397,74103,111120,126313,124544,150145
4398,67635,112289,126937,124469,150052
4399,66070,110574,126412,124291,150122
4400,76046,111303,126741,124500,150332
4401,75260,111382,126896,124558,150346
4402,68230,111983,126672,124579,150132
4403,74116,110967,126468,124770,150664
4404,69614,111539,126932,124595,150452
4405,65629,111405,127000,124719,150481
4406,65699,110969,126435,124611,150581
4407,70735,110863,127047,124700,150600
4408,67226,111457,126975,124797,150433
4409,73081,111692,126908,124681,150764
4410,68770,111463,126989,124891,150805
4411,74785,111552,127373,124983,151109
4412,71957,111732,127191,124587,150552
4413,67732,111872,127097,124684,150538
4414,71662,111847,126913,125016,150820
4415,65365,111504,127277,124838,150975
4416,67375,112201,127523,124642,150763
4417,68241,112565,127114,125118,150989
4418,68010,111675,127625,124883,151169
4419,66509,112132,127043,125328,151388
4420,67826,111325,127593,124971,151047
4421,69259,112319,127093,125488,151140
4422,67235,111904,127443,125265,151091
4423,67303,112219,127391,125118,151268
4424,71322,111613,127250,124821,151116
4425,69608,111823,127589,125535,151247
4426,69075,112528,127403,125166,151205
4427,70430,112660,127540,125040,151312
4428,72868,111698,127174,125075,151349
4429,68426,112058,127825,125068,151239
4430,67383,112883,127670,125266,151305
4431,72431,111796,127803,125194,151587
4432,66997,112236,127534,125494,151452
4433,68190,112539,127817,125229,151133
4434,71143,112521,127763,125460,151612
4435,71401,112352,127622,125593,151295
4436,69245,113593,127925,125362,151590
4437,67734,112336,127735,125488,151835
4438,70749,111647,128146,125406,151705
4439,72558,112483,127813,125745,151545
4440,81708,112187,127871,125831,151815
4441,72645,112984,127830,125790,151259
4442,69382,112609,128221,125848,151888
4443,72398,112654,128211,125630,151811
4444,69379,112463,128074,125670,152057
4445,67106,112432,128191,125752,152099
4446,69312,112347,128086,125838,152041
4447,68122,112705,128226,125994,151950
4448,69868,112543,128231,125803,151940
4449,73340,112396,128154,125942,151936
4450,74072,113100,128143,125760,151749
4451,79928,113518,128173,125879,152189
4452,70905,112728,128625,126016,152394
4453,71345,112917,128345,125904,152250
4454,72202,113463,128115,126177,151978
4455,69155,112870,128091,126288,152304
4456,71318,112709,128446,126150,151993
4457,71007,112829,128243,126337,152440
4458,72011,114349,128591,126439,152524
4459,73888,112465,128759,126305,152477
4460,68161,113033,128301,126130,152637
4461,70565,113347,128345,126258,152077
4462,80494,113004,128250,126107,152771
4463,67470,113171,128772,126177,152477
4464,68578,113618,128533,126522,152498
4465,66971,113213,128932,126532,152783
4466,69434,113384,128302,126587,152661
4467,69807,112906,128668,126680,152573
4468,71764,114011,128661,126339,152724
4469,71980,113703,128722,126417,152742
4470,69735,113141,129073,126486,152995
4471,67048,112677,129159,126645,153090
4472,74596,113480,128965,126519,153046
4473,71888,113571,128679,126743,152976
4474,70385,113108,128558,126776,152803
4475,71499,113668,128571,126327,152931
4476,70127,113746,128797,126817,152774
4477,66929,113787,128983,127041,153493
4478,75969,113176,128935,126878,153104
4479,70435,113575,128641,126916,153286
4480,68319,113962,129015,126883,153258
4481,70506,113948,128823,126852,153187
4482,72078,113816,129331,126867,153557
4483,73593,113685,128939,127022,153381
4484,76051,113712,129177,126923,153399
4485,70080,112967,129393,126839,153809
4486,70799,114167,129299,126851,153464
4487,72782,113684,129224,126992,153735
4488,69330,113725,129096,126882,153352
4489,68285,113981,129385,126931,153640
4490,67650,113911,129843,127337,153534
4491,69486,113979,128902,127315,153561
4492,76076,113736,129301,127243,153724
4493,70551,114243,129439,127418,153775
4494,72752,113442,129206,127553,153729
4495,77864,114665,129839,127319,153853
4496,71279,113376,129399,127596,153746
4497,74057,115115,129566,127378,153717
4498,68713,113974,129738,127460,153930
4499,71618,113638,129562,127366,154062
4500,72114,113704,129914,127473,153598
4501,75878,114291,129970,127643,153885
4502,70838,113757,129634,127336,154007
4503,68429,113865,129533,127549,153827
4504,74946,114168,129749,127656,154253
4505,69574,114068,129889,127454,154076
4506,70069,114994,129706,127472,153794
4507,73990,114327,129762,127731,154134
4508,75589,114421,129771,127526,154055
4509,66776,113932,129802,127715,154186
4510,70383,114393,130050,127778,153966
4511,68389,113154,130103,127634,154379
4512,70046,115503,130280,127923,154161
4513,75314,115133,130347,127804,154155
4514,70967,114587,130538,127753,154627
4515,70367,114337,129782,127790,154652
4516,72429,115058,130490,128050,154629
4517,70737,115135,130483,128023,154612
4518,71461,114489,129907,127737,154648
4519,76878,114303,130490,128176,154557
4520,70451,114563,130017,128282,154625
4521,71398,114798,130170,128018,154911
4522,70014,114760,130304,127967,154543
4523,69384,114842,130161,128096,154695
4524,71446,114791,130481,128177,154747
4525,71755,115074,130452,128278,154811
4526,72547,114647,130404,128426,155073
4527,69437,114921,130716,127862,154642
4528,69332,114634,130743,128416,154774
4529,70052,114955,130930,128558,154824
4530,70428,115033,130433,128151,154982
4531,72446,115423,130789,128375,154910
4532,70210,115227,130759,128509,155188
4533,74438,114943,131073,128560,155251
4534,71579,115466,130751,128526,154808
4535,76493,115670,131040,128565,154917
4536,73583,115253,130672,128538,155343
4537,67437,115511,130920,128427,155249
4538,73418,114945,130588,128559,155047
4539,72382,115568,131051,128628,155279
4540,70242,114353,130795,128220,155126
4541,68723,115470,131104,128492,155449
4542,72263,114982,130789,128944,155409
4543,71204,115790,131405,128600,155347
4544,72667,116057,130927,128793,155605
4545,75915,115632,131090,128768,155395
4546,72739,115623,130911,128823,155311
4547,70549,116051,131584,128879,155311
4548,76399,115544,130751,128963,155465
4549,70839,115633,131489,128980,155495
4550,70300,116535,130971,128937,155377
4551,74354,115443,131066,129260,155712
4552,71137,116123,131185,129133,155914
4553,72275,114976,131376,128991,156071
4554,70888,115710,131163,128828,155646
4555,67024,116949,131115,129114,155644
4556,73392,116003,131440,129334,156003
4557,72104,116406,131529,129165,155422
4558,69497,115697,131433,129090,155795
4559,76856,116003,131391,129056,155842
4560,70222,116151,131529,129114,155794
4561,68734,115786,131595,129174,155791
4562,69192,116198,131875,129466,156278
4563,77403,116069,131532,129518,156444
4564,74189,116139,131369,129387,156096
4565,71989,116459,131487,129437,156349
4566,75183,116258,131626,129472,156176
4567,69558,116214,131526,129590,156200
4568,74508,116454,131784,129475,156299
4569,77255,116608,131867,129203,156509
4570,79484,116623,132103,129637,156576
4571,67002,116379,131481,129567,156364
4572,78544,116031,131954,129396,156743
4573,72166,115858,131919,129851,156540
4574,72571,116136,131825,129742,156424
4575,73942,116882,131840,129788,156356
4576,72902,116756,131878,129822,156388
4577,73366,116797,132221,129479,156700
4578,76301,116098,131960,129688,156364
4579,71184,117123,132215,129910,156628
4580,71048,116602,132102,129839,156861
4581,73045,117588,131909,129777,157088
4582,74072,116461,132475,130016,156729
4583,73227,116752,132162,130031,157036
4584,72092,117195,132883,130361,156766
4585,71525,116610,132295,129816,156732
4586,70154,115928,132047,130101,157050
4587,73945,116847,132590,130326,157277
4588,83012,116900,132545,130267,156930
4589,72067,116865,132904,130300,157214
4590,69896,117412,132292,130367,157136
4591,70941,116199,132205,130342,157045
4592,72339,117309,132522,130026,157425
4593,72188,116888,132606,130221,157366
4594,73004,117410,132628,130067,157556
4595,72045,116470,132416,130546,157069
4596,76201,117408,132369,130167,157099
4597,83337,118246,132871,130189,157311
4598,74136,117103,132833,130264,157559
4599,80015,117260,132462,130126,157522
4600,72532,116617,132924,130702,157531
4601,71614,117218,132606,130612,157455
4602,73524,116957,132490,130454,157406
4603,71915,116880,132631,130657,157737
4604,74912,117186,133071,130483,157189
4605,74279,117067,133255,130628,157496
4606,76964,117388,132867,130453,157525
4607,76843,118342,133203,130875,157574
4608,76455,117717,132884,130560,157940
4609,72926,117301,132839,130637,157740
4610,82660,116801,133129,130794,157665
4611,73910,116994,132913,130682,157627
4612,71216,118181,132844,130855,157645
4613,75581,117298,133298,130688,157972
4614,72191,117465,133390,130584,157711
4615,72228,117431,133300,130772,157724
4616,73520,116989,132959,130942,157746
4617,74157,117912,133289,131194,158173
4618,73664,118314,133609,130995,158235
4619,72391,117560,133142,130848,158149
4620,74119,118469,133635,130985,158255
4621,67645,117806,133201,131031,158183
4622,78376,117737,133396,131269,157959
4623,74989,117359,133675,131046,158358
4624,75423,117754,133530,130924,158317
4625,72168,118317,133727,131205,158091
4626,74348,118159,133513,130872,158291
4627,73569,118275,133690,131253,158511
4628,74328,117846,134394,131317,158360
4629,74029,117886,133234,131564,158344
4630,77517,118084,133576,131428,158339
4631,75039,118385,133642,131460,158576
4632,70174,117420,133840,131407,158478
4633,77409,118390,133534,131492,158505
4634,74246,118173,134279,131335,158510
4635,73629,117768,134051,131420,158734
4636,72089,118547,133863,131449,158668
4637,72609,117597,133997,131839,158862
4638,76802,118382,133875,131628,158666
4639,80398,117523,133890,131625,158746
4640,73464,117811,134075,131948,158887
4641,71592,118878,134503,131891,159099
4642,73425,118601,133923,131857,158920
4643,75320,118152,133944,131788,158684
4644,82578,117901,133552,131924,159080
4645,75618,117902,133802,131686,158762
4646,74457,119041,133665,131567,158768
4647,74454,118778,134034,131620,159015
4648,74485,119059,134168,131959,159652
4649,73477,118832,134291,131865,159217
4650,76067,117955,134230,132214,159306
4651,75045,118309,134455,131983,159403
4652,72949,118546,134310,132096,159413
4653,72171,119213,134524,132122,159141
4654,73031,118260,134442,132111,159142
4655,78231,118631,134250,132144,159364
4656,76083,117853,134787,132173,159733
4657,72666,118424,134897,132015,159737
4658,79203,118601,134165,132373,159225
4659,71990,118709,134207,132104,159979
4660,73801,118250,134743,132237,159524
4661,72984,118768,134583,132169,159425
4662,77094,118928,134749,132306,159781
4663,85918,118838,134280,132276,160083
4664,77778,118651,134572,132277,159678
4665,75914,119269,134920,132406,159566
4666,75382,119335,134914,132176,159495
4667,71043,119413,134567,132466,159545
4668,72400,119052,134683,132574,159737
4669,72646,119057,134518,132395,159482
4670,76218,118910,135091,132601,159680
4671,73359,119280,134784,132481,159889
4672,74868,119348,135312,132445,160062
4673,78475,118801,135051,132743,160272
4674,77773,119376,135281,132560,160188
4675,75290,118918,135208,132784,160013
4676,79017,118517,135286,132587,160005
4677,75015,118385,134962,132494,160132
4678,73666,118803,134783,132686,160090
4679,74753,118653,135363,132929,160164
4680,75353,119754,135406,132951,160506
4681,76423,119016,135085,132995,160403
4682,73272,119043,135714,132898,159978
4683,74844,118682,135293,132902,160197
4684,75069,119599,135277,133038,160069
4685,73788,119615,135725,133004,160408
4686,82955,119664,135253,133025,160769
4687,72196,119181,135120,133015,160451
4688,77758,119472,135792,133034,160845
4689,81701,119468,135947,132917,160309
4690,77628,119548,135654,132862,160579
4691,76828,119648,135420,133224,160847
4692,71619,119382,135355,133229,160762
4693,72916,119885,136228,133226,160741
4694,82097,119967,135547,133350,160855
4695,74632,119842,135947,133188,160282
4696,79646,119799,135807,133370,160760
4697,80529,120809,135578,133246,160781
4698,76327,119757,135091,133176,160878
4699,70566,119172,136339,133197,160739
4700,79018,121008,135829,133434,160886
4701,74188,120257,136076,133507,160584
4702,76260,119595,136186,133428,161077
4703,75849,119784,135383,133543,160761
4704,74557,119737,135982,133423,161033
4705,75681,119595,136507,133665,161323
4706,74427,120880,135846,133405,161213
4707,77382,120229,135817,133842,161062
4708,76646,120083,136327,133694,161270
4709,77466,120277,135464,133647,161389
4710,73823,119744,136390,133896,161256
4711,76461,120533,136570,133543,161683
4712,76086,120617,136336,133642,161191
4713,73421,120104,136136,133608,161314
4714,75480,120597,136374,133653,161843
4715,73562,120597,136173,133821,161728
4716,74926,120424,136313,133887,161613
4717,70602,120843,136107,133982,161902
4718,72507,119423,136154,133938,161652
4719,78377,120197,136217,133930,161735
4720,80165,120422,136537,134216,161390
4721,76389,120630,136116,133970,161783
4722,71892,120650,136294,133907,161629
4723,78000,120561,136394,134325,162034
4724,80610,120514,136832,134331,162143
4725,82731,120120,136939,134060,161769
4726,74156,120552,136817,133941,161964
4727,78408,120770,136547,134186,162170
4728,75415,120210,136644,134391,162015
4729,72031,119928,137674,134082,161966
4730,73756,120909,136543,134311,161822
4731,82711,120390,136481,134507,161817
4732,71642,120431,136455,134377,161807
4733,76711,120921,136755,134207,162017
4734,73843,120746,136871,134174,162251
4735,74799,121092,136633,134281,162268
4736,74414,120390,136513,134287,161991
4737,77622,120823,137050,134838,162120
4738,78890,121167,137159,134450,162103
4739,74011,120725,136733,134455,162596
4740,75543,121538,136969,134618,162607
4741,77563,121232,136982,134889,162465
4742,75341,121230,136918,134822,162343
4743,74344,121120,137078,134576,162239
4744,81042,120931,136925,134616,162332
4745,73519,121284,136807,134630,162350
4746,79942,121632,137787,135128,162549
4747,78013,121303,136924,134934,162460
4748,74946,121206,137463,134722,163003
4749,77431,121343,136741,134929,162785
4750,76499,120618,137505,134895,162756
4751,76374,121991,137093,134916,162810
4752,78420,121290,137008,134847,163222
4753,75146,121448,137333,135195,162633
4754,74668,121331,137910,134820,163313
4755,72964,121472,137690,134974,162930
4756,73601,121986,137840,135106,162671
4757,75178,121429,137272,135120,162920
4758,76095,121819,137314,135272,163043
4759,77614,122840,137716,134941,163013
4760,75377,121090,137407,135609,163124
4761,74595,121669,137620,135413,163305
4762,73769,121615,138046,135443,163183
4763,72491,122645,138004,135555,163332
4764,81068,121474,137690,135307,163402
4765,81736,120759,137564,135537,163053
4766,71043,121507,137654,135467,163235
4767,74129,121588,137850,135604,162848
4768,79433,122398,137968,135434,163460
4769,76072,121617,137917,135185,163146
4770,80901,122733,138452,135597,163357
4771,75099,121313,138453,135763,163671
4772,73379,121780,138325,135363,164061
4773,72638,121575,137831,135761,163782
4774,77278,122124,138390,135512,163721
4775,76211,121996,138000,135876,163515
4776,78491,122216,137968,135575,163722
4777,76148,121654,138427,135634,163879
4778,76202,122251,138378,135329,163803
4779,82583,122384,138057,135868,163943
4780,86301,122158,137900,135847,163963
4781,82476,121727,137968,135885,163630
4782,73232,121974,137818,135765,163987
4783,86665,122349,138273,135955,163614
4784,85231,123208,137950,136058,164122
4785,72850,122567,138211,136164,164181
4786,75882,122697,138411,136121,164106
4787,76814,122089,138330,135895,163896
4788,76064,122679,138204,135974,164286
4789,77737,122182,138774,135871,164211
4790,74032,122293,138382,136335,164236
4791,76225,123317,138211,136050,164638
4792,78787,123086,138630,136127,164331
4793,76965,122054,138394,136227,164201
4794,79697,121911,138355,136142,164551
4795,80406,122604,138748,136035,164579
4796,82271,122912,138936,136286,164806
4797,75290,123226,138738,136267,164291
4798,79767,123128,138851,136288,164595
4799,74688,122910,138593,136406,164769
4800,74686,122843,138724,136751,164537
4801,73393,122393,139080,136243,164447
4802,75525,122930,139091,136534,164358
4803,81520,123709,139123,136304,164442
4804,74831,122364,139343,136637,164506
4805,77659,123523,139259,136708,164475
4806,75263,122245,139244,136584,164477
4807,73321,122145,138800,136617,164830
4808,75989,123554,139554,136871,164908
4809,74497,122380,138897,136644,164850
4810,77518,123056,138760,136631,164997
4811,72633,122745,139085,136625,164437
4812,71139,123810,138985,137074,164947
4813,77655,122773,139345,136529,164895
4814,80629,123743,139657,136627,164873
4815,77682,123129,139168,137077,165153
4816,76545,123151,139047,136875,164984
4817,74805,123631,139627,136912,165083
4818,80340,122998,139378,136922,164937
4819,79103,123188,139852,137224,165239
4820,77355,122929,139412,136765,164951
4821,76355,123862,139422,137189,165346
4822,82377,123819,140052,136884,165089
4823,77297,123092,139644,136967,165498
4824,72777,124172,140232,136859,165455
4825,73854,123097,139581,136934,165486
4826,78655,123614,139566,137225,165416
4827,78170,123465,139638,137167,165584
4828,76207,123447,139483,137152,165564
4829,76212,123689,139745,137236,165573
4830,78985,123461,139954,137138,165795
4831,80573,123984,140081,137539,165146
4832,79411,123911,140105,137544,165591
4833,78882,124058,139778,137566,165679
4834,76666,123588,139829,137347,165798
4835,75014,123645,139882,137669,165747
4836,74328,124263,139979,137356,166031
4837,76607,123495,140131,137710,165628
4838,77917,123083,140205,137588,165981
4839,78457,123337,140133,137597,166147
4840,77062,123927,140038,137879,165904
4841,81058,123633,140207,137592,165535
4842,79341,123748,139798,137545,166122
4843,80073,123579,140727,137662,166214
4844,78973,124020,140309,137669,166276
4845,78766,124525,140447,137350,165887
4846,78562,124067,140405,137796,166486
4847,75884,123699,140637,138068,166078
4848,80390,123780,140581,137949,165949
4849,80872,124395,140545,137923,166105
4850,78783,122909,140750,138026,166395
4851,80264,123696,140300,137947,165983
4852,79856,124123,140502,138121,166411
4853,79080,123560,140533,137907,166356
4854,78962,124169,140255,138307,166414
4855,80837,123713,140873,138037,166579
4856,75081,124792,140841,138194,167015
4857,75943,123741,140341,137915,166672
4858,78673,124452,140802,138281,166944
4859,79678,124020,140730,138249,166694
4860,77478,124817,140556,138138,166503
4861,78098,124502,141059,138364,166776
4862,77662,124263,140522,138166,166555
4863,73083,124235,140524,138407,167135
4864,79856,124576,140985,138371,166946
4865,78503,124526,140585,138422,167022
4866,74881,123891,140424,138374,166906
4867,81766,125043,140255,138615,167038
4868,77332,124546,140727,138547,166791
4869,75129,124625,140804,138692,167269
4870,80712,124368,140791,138140,166884
4871,76740,124206,140554,138653,166434
4872,83233,124886,140821,138483,166889
4873,76643,125352,141123,138525,167382
4874,78972,125690,141060,138385,167529
4875,82879,125597,141273,138836,167316
4876,79047,124801,141043,138663,167193
4877,79879,124394,141661,138541,167239
4878,84398,124671,141220,138560,167392
4879,73944,124568,141385,138745,167676
4880,75282,124866,141392,138954,167277
4881,78771,124888,141508,139047,167453
4882,80584,124871,141293,138858,167336
4883,75880,125186,142046,138848,167547
4884,79243,124587,141312,139080,167523
4885,82442,124699,141409,138962,167576
4886,78919,125020,141074,138752,167545
4887,79843,124348,141548,139111,167605
4888,77243,125316,141595,138906,167733
4889,82257,125169,141528,139059,168004
4890,75283,126092,141559,139311,167773
4891,76776,125015,141500,139079,167536
4892,73934,124633,142081,138769,167711
4893,75361,125914,141724,139309,167892
4894,76576,126228,141587,139211,167984
4895,83896,125822,141974,139208,167916
4896,76899,125350,141820,139502,167688
4897,76579,125461,141788,139250,167763
4898,84586,126032,141411,139409,167783
4899,81482,125331,142502,139229,168133
4900,85133,125575,141733,139379,168509
4901,75095,125251,142097,139315,167977
4902,77543,126452,141865,139330,168219
4903,83004,125561,141812,139353,168122
4904,84855,124920,141594,139577,167986
4905,77211,125111,142023,139715,168271
4906,79229,125976,141986,139410,168308
4907,78846,125720,142139,139620,168535
4908,79752,127019,142272,139751,168826
4909,77674,125529,141917,139559,168558
4910,84751,125843,142444,139613,168681
4911,78323,125442,142481,139615,168391
4912,78592,126534,141924,139675,168570
4913,75849,126224,142119,140058,168682
4914,79997,125805,142127,139720,168709
4915,76163,125427,142989,139735,168897
4916,76279,125211,142233,139573,168230
4917,77127,126461,142779,139973,168722
4918,77179,125757,142463,140005,168922
4919,83063,126010,142100,140126,168517
4920,77622,125783,142420,140065,168577
4921,85754,126501,142663,140085,168673
4922,75546,127327,142467,140450,168909
4923,79385,127715,142623,139777,169261
4924,81075,126208,142414,140366,168675
4925,77256,126098,142691,140039,168849
4926,78741,125835,142515,140337,169047
4927,77218,126569,142978,140258,169132
4928,78107,126798,142929,140254,168814
4929,82924,126914,143086,140582,169214
4930,81726,127575,143168,140348,169298
4931,76790,127039,142582,140277,169002
4932,75936,126484,142570,140022,169304
4933,75914,126810,142953,140179,168995
4934,81170,125895,142876,140267,169009
4935,75451,126601,143274,140202,169644
4936,84370,126538,143481,140363,169458
4937,76217,126886,142966,140702,169752
4938,79515,126314,143388,140787,169530
4939,72640,127143,142876,140455,169674
4940,86200,126433,142932,140772,169866
4941,82618,126749,143338,140816,169567
4942,78304,126734,143287,140581,169665
4943,82434,127126,143486,140520,169701
4944,88521,127031,143246,140873,169756
4945,79986,126714,143146,140861,169783
4946,76826,126487,143408,140834,169655
4947,82013,126151,143020,140707,169458
4948,80847,126671,143433,140840,169876
4949,74617,126943,143080,140722,169442
4950,75051,127008,143833,141205,170066
4951,83340,126771,143628,140907,170003
4952,79383,127629,143060,140772,169625
4953,79423,127945,143019,141060,170064
4954,75092,127573,143583,141355,169773
4955,85413,126978,143338,141321,170338
4956,79007,127275,143879,140869,170384
4957,80612,127824,142941,141242,170229
4958,76223,127395,143344,140965,170086
4959,79453,127761,144022,141040,170237
4960,78641,128202,143909,141408,170062
4961,78951,127491,143613,141239,170485
4962,77138,127462,143921,141300,170098
4963,80216,127591,143827,141284,170455
4964,88706,127592,144059,141255,170360
4965,78286,128049,143657,141779,170521
4966,78832,128975,143767,141320,170465
4967,81399,128529,143552,141423,170577
4968,78644,127268,143880,141271,170407
4969,81831,127865,143921,141391,170447
4970,79496,128212,143706,141603,171062
4971,76301,128276,144015,141565,170608
4972,78263,127571,144531,141331,170620
4973,78060,128075,144023,141671,170521
4974,81857,127700,144575,141715,171106
4975,77745,127773,143831,141717,170729
4976,76686,127604,144336,141911,170970
4977,82177,127688,144222,141676,171012
4978,77151,127132,144072,141736,170882
4979,76918,127322,144423,141794,171110
4980,81148,128098,144121,141949,171038
4981,82025,127427,144402,141991,171068
4982,80276,127722,144290,141650,170604
4983,80211,128621,144598,141853,170861
4984,77041,127906,144639,141892,170873
4985,81590,127747,145020,141923,171482
4986,83729,128676,144893,141977,171434
4987,83441,127372,144340,141873,171039
4988,81366,128248,144894,142300,171152
4989,83946,128264,144089,142380,171237
4990,82573,127935,144454,142059,170810
4991,81108,128943,144771,142370,171949
4992,89008,127780,144546,142052,171121
4993,83375,128308,144249,142284,171655
4994,84626,128389,144612,142049,171432
4995,77500,128483,144431,142250,171346
4996,77151,127794,144477,142190,171616
4997,79925,129187,144565,142409,171703
4998,82257,128334,145049,142149,171471
4999,81006,128520,145087,142588,171743
5000,84899,128190,144501,142360,171649
5001,80812,128919,145033,142471,172012
5002,93069,128657,145680,142449,172129
5003,83716,128436,145160,142545,171536
5004,77982,128283,144593,142696,172029
5005,77985,128629,144860,142465,171715
5006,78422,127979,145407,142672,172001
5007,81578,128339,145298,142649,171931
5008,77999,129002,145521,142949,172235
5009,77085,128729,145344,142902,171971
5010,84105,128391,145500,142955,171859
5011,78498,128517,144932,142902,172277
5012,79921,129106,145164,142982,172167
5013,80648,128797,145660,142963,172052
5014,80462,128651,145054,142785,171566
5015,84419,128624,145747,142767,171968
5016,80217,129220,145563,142855,172053
5017,80352,129000,145904,142811,172120
5018,88164,128460,145779,142915,172049
5019,80145,129311,145857,142894,172397
5020,82445,129250,145482,142919,172340
5021,82173,128988,145433,143044,172942
5022,84727,129263,145342,142959,172304
5023,76350,129032,145928,142900,172558
5024,81801,129200,146144,142931,172711
5025,82431,128649,145699,143012,172508
5026,77053,128578,145865,143287,172907
5027,78899,129728,145559,143317,172514
5028,77686,129387,145756,143289,172994
5029,81406,129964,145516,143143,172648
5030,76280,129698,145750,143373,172669
5031,84572,128697,145723,143109,173003
5032,78188,130037,146254,143242,172912
5033,81242,129810,146246,143508,173319
5034,82571,130115,146007,143620,172868
5035,81458,129737,145771,143421,172851
5036,81008,129267,145851,143287,172777
5037,78121,129501,146269,143426,173031
5038,88724,129935,146019,143576,172877
5039,83118,130022,146294,143644,173109
5040,87655,130063,145931,143472,173170
5041,80988,129453,145913,143461,172858
5042,80766,130009,146454,143766,173236
5043,77073,129055,146331,143667,173640
5044,80119,130555,145985,143950,172954
5045,89109,129455,146387,143951,173499
5046,85655,130028,146143,143963,173167
5047,78032,129519,146751,143824,173526
5048,80815,129735,146697,143683,173464
5049,83684,129355,146665,144085,173628
5050,82111,130609,146488,143845,173533
5051,82937,130318,146371,143705,173486
5052,79858,130017,146233,143769,173707
5053,81550,129812,146594,144045,173449
5054,79423,130416,146409,143853,173504
5055,82206,129408,146671,144153,173638
5056,79656,130599,146694,144238,173742
5057,87529,129607,146990,144131,173678
5058,78760,130605,146842,144330,174075
5059,89679,130117,146350,143993,173964
5060,81521,130442,146819,144416,174094
5061,81307,130258,146954,144506,173571
5062,76774,129762,146695,144170,173760
5063,79803,131027,147430,144447,173717
5064,78944,130750,147346,144464,174007
5065,77923,130627,146993,144280,173704
5066,86415,129597,146808,144122,173701
5067,84027,129849,147735,144544,174193
5068,80722,129917,146862,144533,173936
5069,82592,131047,147442,144471,173843
5070,88180,130975,147693,144578,173634
5071,81087,131112,146762,144590,174463
5072,80524,130555,146962,144553,174353
5073,81345,131225,146868,144569,174456
5074,83117,129936,147408,144623,174138
5075,83126,130928,146998,144488,174671
5076,87184,130685,147149,144798,174543
5077,81869,131079,147489,144569,174428
5078,85229,130722,148087,145050,174548
5079,79024,130462,147469,144797,174506
5080,83412,130386,147093,144858,174439
5081,82782,130032,147159,144800,174549
5082,84436,131025,148024,144713,174534
5083,77876,131244,147665,144795,174650
5084,84177,131264,147021,144886,174515
5085,91686,130867,148080,144983,174608
5086,82335,130750,147640,144961,174877
5087,79616,130936,147708,144630,174620
5088,81034,130508,147359,145129,174795
5089,83819,130408,147333,145018,174983
5090,79391,130605,147756,144815,174761
5091,81302,131041,147627,145157,174869
5092,83490,130813,147885,145371,174751
5093,83281,131634,147722,145136,174799
5094,78225,131465,147992,145179,175140
5095,82101,131987,147514,145486,174700
5096,84046,131618,147723,145319,174742
5097,83955,131261,148474,145347,174908
5098,80178,131916,148266,145152,174972
5099,83601,131079,148242,145179,174933
5100,84886,130863,148366,145440,175275
5101,81149,131818,148119,145210,175435
5102,94300,130630,147762,145381,175188
5103,81543,131629,148384,145431,175425
5104,82757,131262,148348,145373,175481
5105,78240,131143,148377,145378,175353
5106,85169,130937,147800,145305,175441
5107,79741,131897,148368,145699,175686
5108,80377,131374,148165,145709,175456
5109,82302,131901,148405,145775,176006
5110,80689,131497,148076,145618,175364
5111,77011,130553,147694,145742,175601
5112,82540,131528,147916,145391,175351
5113,80665,131796,148419,145837,175669
5114,85271,131391,148455,146101,175814
5115,81989,132647,148512,145805,176179
5116,81825,132136,147996,145671,175590
5117,83618,131420,148669,145847,175856
5118,80520,131921,148899,145957,175947
5119,85693,132073,149011,146096,176244
5120,83211,131952,148608,146096,175773
5121,80956,131285,148714,145877,176043
5122,81941,131592,149004,146207,175858
